Speaker,Modality,Verb,SemanticClass,LengthOfRecipient,AnimacyOfRec,DefinOfRec,PronomOfRec,LengthOfTheme,AnimacyOfTheme,DefinOfTheme,PronomOfTheme,RealizationOfRecipient,AccessOfRec,AccessOfTheme
S1225,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1225,spoken,charge,p,1,animate,definite,pronominal,6,inanimate,indefinite,nonpronominal,NP,given,accessible
S1225,spoken,send,t,1,animate,definite,pronominal,2,inanimate,definite,pronominal,PP,given,given
S1145,spoken,give,c,1,animate,definite,pronominal,8,inanimate,indefinite,nonpronominal,NP,given,new
S1245,spoken,wish,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1181,spoken,pay,a,1,inanimate,definite,pronominal,5,inanimate,indefinite,nonpronominal,PP,given,accessible
S1020,spoken,allot,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1074,spoken,give,a,2,animate,definite,nonpronominal,6,inanimate,definite,nonpronominal,NP,given,accessible
S1014,spoken,give,a,1,animate,definite,pronominal,7,inanimate,definite,nonpronominal,NP,given,accessible
S1014,spoken,give,a,1,animate,definite,pronominal,12,inanimate,definite,nonpronominal,NP,given,accessible
S1059,spoken,charge,p,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1059,spoken,give,a,1,animate,definite,pronominal,9,inanimate,indefinite,nonpronominal,NP,given,accessible
S1052,spoken,tell,c,4,animate,indefinite,pronominal,1,inanimate,definite,pronominal,PP,accessible,given
S1237,spoken,loan,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1031,spoken,do,a,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
S1031,spoken,do,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1094,spoken,give,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1094,spoken,give,t,2,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1235,spoken,give,t,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1252,spoken,loan,t,2,animate,definite,nonpronominal,1,inanimate,definite,pronominal,PP,new,given
S1235,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1252,spoken,pay,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1074,spoken,send,t,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
S1074,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1233,spoken,give,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1104,spoken,give,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1050,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1116,spoken,teach,c,3,animate,definite,nonpronominal,1,inanimate,definite,nonpronominal,PP,new,new
S1116,spoken,give,a,1,animate,definite,pronominal,2,inanimate,definite,pronominal,NP,given,given
S1251,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1140,spoken,give,a,1,inanimate,definite,pronominal,17,inanimate,indefinite,nonpronominal,NP,given,accessible
S1053,spoken,give,c,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,new
S1059,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1059,spoken,give,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1052,spoken,give,a,1,animate,definite,pronominal,6,inanimate,indefinite,nonpronominal,NP,given,new
S1052,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1052,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1124,spoken,tell,c,1,animate,definite,pronominal,3,inanimate,indefinite,pronominal,NP,given,accessible
S1112,spoken,teach,c,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1251,spoken,bring,a,2,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1128,spoken,cost,p,2,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1174,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1120,spoken,give,t,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1007,spoken,cost,p,1,animate,definite,pronominal,1,inanimate,indefinite,pronominal,NP,given,accessible
S1007,spoken,cost,p,1,animate,definite,pronominal,1,inanimate,indefinite,pronominal,NP,given,accessible
S1120,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1120,spoken,send,t,1,animate,definite,pronominal,8,inanimate,indefinite,pronominal,NP,given,new
S1074,spoken,do,a,1,animate,indefinite,pronominal,2,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1074,spoken,bring,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1146,spoken,give,a,1,animate,definite,pronominal,6,inanimate,indefinite,nonpronominal,NP,given,new
S1146,spoken,sell,t,7,animate,indefinite,pronominal,2,inanimate,definite,pronominal,PP,accessible,given
S1146,spoken,bring,a,2,inanimate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,given,accessible
S1139,spoken,sell,t,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,PP,accessible,given
S1155,spoken,give,t,1,animate,definite,pronominal,6,inanimate,indefinite,nonpronominal,NP,given,accessible
S1178,spoken,offer,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1120,spoken,give,a,2,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1117,spoken,give,a,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
S1104,spoken,give,a,1,inanimate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1104,spoken,show,c,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1128,spoken,give,t,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1245,spoken,pay,a,2,inanimate,indefinite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1248,spoken,give,t,3,animate,definite,nonpronominal,2,animate,definite,pronominal,PP,new,given
S1007,spoken,send,t,2,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1007,spoken,send,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1007,spoken,send,t,1,animate,definite,pronominal,2,inanimate,definite,pronominal,PP,given,given
S1074,spoken,cost,p,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1145,spoken,sell,t,3,animate,indefinite,nonpronominal,1,inanimate,definite,pronominal,PP,accessible,given
S1145,spoken,give,a,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
S1020,spoken,give,t,1,animate,definite,pronominal,8,inanimate,indefinite,nonpronominal,NP,given,new
S1116,spoken,give,a,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
S1116,spoken,give,t,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1251,spoken,give,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1032,spoken,give,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1127,spoken,give,t,2,animate,definite,nonpronominal,4,inanimate,definite,pronominal,PP,accessible,given
S1041,spoken,owe,f,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1127,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1024,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1251,spoken,deny,p,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1156,spoken,give,c,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,given
S1002,spoken,give,t,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
S1156,spoken,hand,t,1,animate,definite,pronominal,6,inanimate,definite,nonpronominal,NP,given,accessible
S1156,spoken,charge,p,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,given,new
S1002,spoken,give,a,1,animate,definite,pronominal,6,inanimate,indefinite,nonpronominal,NP,given,new
S1002,spoken,give,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1156,spoken,offer,f,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1156,spoken,send,c,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1156,spoken,give,a,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1116,spoken,write,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1224,spoken,sell,t,10,animate,indefinite,nonpronominal,2,inanimate,definite,pronominal,PP,accessible,given
S1224,spoken,sell,t,2,animate,indefinite,nonpronominal,2,inanimate,definite,nonpronominal,PP,accessible,given
S1224,spoken,pay,a,1,inanimate,definite,pronominal,1,inanimate,indefinite,nonpronominal,PP,given,accessible
S1224,spoken,give,a,1,animate,definite,pronominal,8,inanimate,indefinite,nonpronominal,NP,given,accessible
S1104,spoken,give,t,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
S1132,spoken,tell,c,1,animate,definite,pronominal,3,inanimate,definite,pronominal,NP,given,given
S1245,spoken,pay,a,2,inanimate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1219,spoken,take,t,2,inanimate,indefinite,nonpronominal,15,inanimate,definite,pronominal,PP,new,given
S1219,spoken,give,t,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,accessible,new
S1219,spoken,give,t,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,accessible,new
S1219,spoken,give,c,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1074,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1028,spoken,offer,a,1,animate,definite,pronominal,6,inanimate,indefinite,nonpronominal,NP,given,new
S1028,spoken,pay,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,accessible,new
S1084,spoken,give,a,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1237,spoken,pay,t,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
S1237,spoken,charge,p,3,inanimate,definite,nonpronominal,2,inanimate,definite,pronominal,PP,given,accessible
S1155,spoken,give,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1155,spoken,give,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1237,spoken,give,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1237,spoken,pay,t,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
S1121,spoken,give,c,1,animate,definite,pronominal,14,inanimate,indefinite,nonpronominal,NP,given,accessible
S1120,spoken,tell,c,1,animate,definite,pronominal,1,inanimate,definite,pronominal,NP,given,given
S1249,spoken,pay,a,4,inanimate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1052,spoken,pay,t,1,animate,definite,pronominal,6,inanimate,definite,pronominal,NP,given,given
S1104,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1237,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1007,spoken,teach,c,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1073,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1091,spoken,give,a,1,animate,definite,pronominal,2,animate,definite,nonpronominal,NP,given,given
S1050,spoken,give,a,1,inanimate,definite,pronominal,6,inanimate,indefinite,nonpronominal,NP,given,accessible
S1090,spoken,give,a,2,animate,definite,nonpronominal,3,inanimate,indefinite,pronominal,NP,new,accessible
S1050,spoken,give,t,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,new
S1139,spoken,serve,t,1,animate,indefinite,pronominal,1,inanimate,indefinite,pronominal,PP,accessible,accessible
S1056,spoken,tell,c,1,animate,definite,pronominal,1,inanimate,indefinite,pronominal,NP,given,new
S1139,spoken,sell,t,3,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,new,accessible
S1056,spoken,serve,t,2,animate,definite,nonpronominal,2,inanimate,indefinite,pronominal,NP,accessible,accessible
S1212,spoken,give,a,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,given,new
S1212,spoken,teach,c,1,animate,definite,pronominal,2,inanimate,definite,pronominal,NP,given,accessible
S1212,spoken,give,a,1,animate,definite,nonpronominal,7,inanimate,definite,pronominal,PP,new,given
S1212,spoken,give,a,1,animate,definite,pronominal,1,inanimate,definite,nonpronominal,NP,given,accessible
S1212,spoken,give,c,1,animate,definite,pronominal,10,inanimate,indefinite,nonpronominal,NP,given,new
S1127,spoken,send,t,8,animate,indefinite,nonpronominal,4,animate,definite,pronominal,PP,accessible,given
S1127,spoken,give,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,given
S1178,spoken,sell,t,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,given
S1127,spoken,give,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1127,spoken,show,c,1,animate,definite,pronominal,1,inanimate,definite,nonpronominal,NP,given,accessible
S1052,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1117,spoken,give,c,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
S1230,spoken,give,a,1,animate,definite,pronominal,13,inanimate,indefinite,nonpronominal,NP,given,accessible
S1230,spoken,do,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1041,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1041,spoken,sell,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1041,spoken,sell,t,1,animate,definite,pronominal,2,inanimate,indefinite,pronominal,NP,given,accessible
S1041,spoken,sell,t,1,animate,definite,pronominal,11,inanimate,indefinite,pronominal,NP,given,accessible
S1041,spoken,send,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1041,spoken,send,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1252,spoken,give,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1252,spoken,give,a,1,animate,definite,pronominal,8,inanimate,indefinite,nonpronominal,NP,given,accessible
S1120,spoken,allot,f,2,inanimate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1121,spoken,give,t,1,animate,definite,pronominal,17,inanimate,indefinite,nonpronominal,NP,given,new
S1110,spoken,tell,c,1,animate,definite,pronominal,1,inanimate,definite,pronominal,NP,given,given
S1061,spoken,write,t,1,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,given,new
S1212,spoken,pay,a,1,inanimate,definite,pronominal,2,inanimate,indefinite,nonpronominal,PP,given,accessible
S1212,spoken,cost,p,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1212,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1245,spoken,give,t,9,animate,definite,nonpronominal,13,inanimate,definite,nonpronominal,NP,accessible,accessible
S1026,spoken,teach,c,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1159,spoken,pay,a,3,inanimate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1074,spoken,offer,f,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1074,spoken,offer,f,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1159,spoken,give,t,2,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,new,accessible
S1159,spoken,give,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1159,spoken,cost,p,3,animate,definite,pronominal,8,inanimate,indefinite,nonpronominal,NP,given,accessible
S1086,spoken,tell,c,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1178,spoken,tell,c,1,animate,definite,pronominal,9,inanimate,indefinite,pronominal,NP,given,accessible
S1053,spoken,cost,p,2,animate,definite,nonpronominal,13,inanimate,indefinite,nonpronominal,NP,accessible,accessible
